Sample Date,Sample Time,Depth,total_phosphorus,pH,temperature,dissolved_reactive_phosphorus,total_dissolved_phosphorus,electrical_conductance,nitrate_nitrogen,dissolved_oxygen,nitrite_nitrogen,oxygen_saturation,hardness,biochemical_oxygen_demand,total_suspended_solids,bicarbonate,dissolved_organic_carbon,chloride,total_organic_carbon,chemical_oxygen_demand,cadmium,lead,chromium,total_dissolved_solids,arsenic,calcium,turbidity,magnesium,mercury,sodium,alkalinity,potassium,zinc,iron,copper,manganese,cobalt,silica,barium,selenium,boron,uranium,fluoride,strontium,lithium,sulfate,total_solids,ammonium_nitrogen,oxidized_nitrogen,nickel,ammonia_nitrogen,Water_Quality_Class
2013-10-16,12:00,0.0,0.01,8.1,14.2,,,322.9065,,9.8,0.005014480905,94.0,,,,195.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02994067791,0.4,,,Moderate
1966-02-16,,0.3,,,,,,,4.0665,,,,,,,316.0,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,Poor
2013-03-19,,16.0,,,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,12:00,0.3,0.0413,6.6,23.2,,,3900.0,30.353236,,0.021,,1257.9828,,,466.31,,814.7474,3.233,,0.003,0.005,0.005,3147.8,0.0201,370.2,,65.74,0.0005,19.64,466.31,4.936,0.01,0.0418,0.0015,0.0015,,76.74,0.0388,,,,0.2,,,535.6854,,,,0.001,0.024995,Poor
2016-11-09,12:00,0.0,0.3,8.0,10.4,,,3399.0,6.295370517928,6.7,,60.0,491.0,4.0,51.0,,,966.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2007-05-22,11:10,0.3,0.0314,7.8,8.0,,0.01,84.0,0.074,8.7,0.002,,,,11.0,,3.9,,4.3,,2.2e-05,0.000175,0.00102,56.0,0.00034,,3.9,,,,35.8,,0.00178,0.579,0.00197,0.0202,0.000323,,0.013,0.00028,0.0023,0.0001089999999999,,0.0658,0.0006,,82.0,,0.074,0.00141,0.005,Good
2016-06-10,,1.0,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-17,12:00,0.0,0.0378,7.37,2.0,,,179.0,,17.5,,,,,4.6,,,12.0,9.8,,6e-06,0.00024,0.0004,,0.00049,17.0,7.6,4.6,9.9e-07,8.6,43.5,2.8,0.0018,0.27,0.00088,0.039,0.00017,1.4,,,,0.00039,0.25,,,,,0.21974667,0.319,0.0014,,Good
2007-06-27,,0.3,0.008,,,0.003,,,0.025,8.0,0.002,91.0,,,,168.0,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025,,,Good
2019-10-28,12:00,0.0,0.0751,8.11,10.9,,,305.0,,9.8,,,,,,,,15.0,9.3,,4e-06,6e-05,5e-05,,0.00085,47.0,4.1,4.5,,9.6,119.7,2.7,0.0004,0.025,0.00017,0.069,2.6e-05,3.2,,,,0.0005,0.2,,,,,0.232947,0.223,0.00058,,Moderate
2019-02-08,12:00,0.3,0.13827,8.3,20.5,,,567.0,0.727072,10.74,0.027143,129.8,206.783,2.0,10.0,,1.5,,1.682,11.76,0.00023,0.00154,0.00088,362.88,0.00139,,0.7,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.110948,Moderate
2015-12-23,,0.0,0.073,,,,,,0.4966148,,,,,0.6,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01009437,,,,Good
2017-11-08,12:00,0.3,,7.41,,,,437.0,,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2015-09-15,12:00,0.5,0.206,8.14,16.3,,0.193,,0.0095711216,7.69,0.001981707,94.0,5120.0,,,,,13900.0,3.32,,5e-05,0.000173,0.000665,,,,,,,,,,0.00755,,0.00234,,9.58e-05,,0.0133,,3.48,0.00235,,,,,,0.065302809,,0.00139,,Moderate
2011-05-11,12:00,0.3,,6.9,17.3,,,,,,,,,,,8.91,,9.71,,,,,,,,3.35,,1.74,,6.16,,0.47,,,,,,,,,,,,,,,,,,,,Good
2001-11-04,11:50,0.3,0.006,8.02,8.0,,,222.0,,,,,124.9,,,,0.5,,,,0.0001,0.0002,,,0.0003,,0.73,,,,,,0.0002,0.0333,0.0004,0.003,0.0001,,0.0403,0.0005,,,,0.108,0.0018,,,,,0.0002,,Good
2013-11-26,12:00,0.3,,7.3,,,,590.0,6.1399648,6.2,0.00609756,,300.0,,,327.0,,,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388245,,,,Moderate
2018-02-14,12:00,0.0,,8.1,6.3,,,748.0,4.496959881,10.5,0.01552126276,87.0,396.0,1.1,,375.76,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.094069589328,4.5,,,Poor
2015-07-22,12:00,0.3,0.202,7.8,28.2,,,155.1,0.04,3.34,0.005,42.9,82.0,2.0,107.69,,3.227,,3.324,23.93,0.0002,0.00154,0.0077,99.264,0.00139,,113.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0069,7.466,Moderate
2012-11-29,12:00,0.3,,8.1,8.0,,,,,,,,,,6.4,,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2018-02-21,00:00,0.3,,7.71,,,,,,6.8,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2020-09-05,00:00,0.3,,7.2,,,,1642.0,0.03,6.0,,,,1.1,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,0.28,,,,Moderate
2010-12-14,12:00,0.3,,8.25,2.0,,,,,,,,,,5.0,,,40.6,,,0.00025,0.001,0.001,,0.0015,152.0,,34.3,1e-05,31.6,,3.9,0.025,0.025,0.0053,0.036,,,,,,,,,,,,,,0.0025,,Moderate
2015-06-05,12:00,0.0,0.048,7.5,,,,90.0,0.5869084,,0.00914634,102.0,,1.4,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0310596,0.596,,,Moderate
2005-10-01,00:00,0.3,0.01,8.495000000000001,28.0,,,641.5,0.179354,6.2,0.03864,79.213,119.833,0.6,54.0,134.0,,,,,,,,396.0,,,1.0,,,,223.1,,,,,,,,,,,,,,,,,,0.217994,,,Moderate
2017-04-23,,1.0,,,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-19,00:00,0.3,,7.3,,,,,,5.2,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2004-03-28,12:00,0.3,,4.84,,,,46.5,0.03,,,,,,,,,,7.7,,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,Moderate
2014-03-26,,12.0,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-24,,7.0,,,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-21,12:00,0.0,0.013,8.07,18.0,,,192.6585,0.009988278032,9.1,0.001002896181,96.0,,,,107.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01996045194,0.01,,,Good
2018-06-19,,1.0,,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-14,12:00,0.3,0.021,8.34,15.5,,,195.6,0.389616884,9.54,0.020731704,99.6,94.0,1.03,,,0.64,3.55,,5.0,,,,,,27.6,,,,,,,,,,,,,,,,,,,,,,0.077649,,,0.0082245,Moderate
2013-11-18,,11.0,,,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,,19.0,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-28,12:00,0.0,0.012,8.2,12.1,,,304.8165,,10.0,0.004011584724,93.0,,,,161.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028942655313,0.2,,,Moderate
2017-03-25,,1.0,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-10,12:00,0.0,0.048,8.5,,,,536.0,2.3927804,,0.00914634,101.1,,0.9,,,2.4,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388245,2.404,,,Moderate
2010-02-01,12:00,0.0,0.003333,5.11,,,,12.8,0.013092572,,,,,,,,,0.43,10.8,,,,,,,0.84,,0.13,,0.57,,0.09,,,,,,,,,,,,,,,,0.01475331,,,,Good
2011-01-06,12:00,0.3,,7.35,7.9,,,,,,,,,,21.0,,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2016-03-16,,39.5,,,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,12:00,0.0,,7.8,17.4,,,248.0,0.979293685776,9.9,0.004005487164,104.0,90.0,2.0,,85.4,,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02001480624,0.98,,,Moderate
2014-08-14,12:00,0.3,0.013,8.1,26.2,,,757.3,0.981,5.7,0.026,65.1,410.9,4.6,20.0,,0.088,,0.824,27.36,0.0002,0.00154,0.00088,484.672,0.00139,,0.25,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.003,Moderate
2019-05-28,,0.0,,,,,,,,,2.134146,,,,,,,7.0,,,,,,,,175.0,,43.0,,64.0,,23.0,,,,,,,,,,,,,,,,,,,,Poor
2023-09-06,12:00,0.3,,7.5,18.0,,,1209.0,,7.9,0.00304878,83.1,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00082245,Good
2017-07-31,,19.0,,,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-05,00:00,0.3,,8.47,,,,,,8.2,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2010-07-08,12:00,0.3,,7.84,26.1,,,,,,,,,,,,,,,,0.0001,0.004,0.001,,,,,,,,,,0.2,,0.005,,,,,,,,,,,,,,,0.01,,Moderate
2018-02-22,00:00,0.3,,8.37,,,,,,4.4,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2022-09-22,,0.5,0.054,,,,,,0.45824002,1.2,0.012347559,11.0,,,,210.0,9.32,31.3,,,,,,8.8,,74.0,,9.0,,26.0,,17.0,,,,,,,,,,,,,,,,0.1242384,,0.0078,0.001,Moderate
2018-02-08,00:00,0.3,,7.87,,,,,,7.6,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2018-12-21,,8.0,,,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-19,12:00,0.0,0.02,8.1,,,,460.0,3.7020376,,0.00914634,107.7,,0.5,,,1.6,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0621192,3.714,,,Moderate
2018-02-01,,3.0,,,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-17,12:00,0.0,,6.39,,,,22.1,0.15011311,,,,,,,,,3.7,0.99,,,,,,,0.99,,0.3,,2.08,,0.22,,,,,,,,,,,,,,,,,,,,Good
2017-05-04,12:00,0.3,0.122,7.8,28.9,,,268.0,0.054,7.55,0.005,95.0,86.0,2.0,28.0,,1.087,,1.148,19.29,0.0002,0.00154,0.00088,171.52,0.00139,,10.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.00297,0.102,Moderate
2011-10-01,00:00,0.3,,7.99,,0.0,,100.0,0.266228,,0.0276,,42.4706,,,28.792,,,,2.0,,,,,,,,,,,23.6,,,,,,,,,,,,,,,,,0.0,0.293828,,,Good
2023-03-28,,0.0,0.056,,,,,,5.1241618,,0.010060974,,,,,,4.5,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02096523,,,,Moderate
2022-06-28,12:00,0.0,0.07,8.1,23.3,,,487.0,0.9480828,6.9,0.02134146,81.0,289.5,1.2,13.0,,,4.1,,,5e-05,,,,,,,,0.0002,,,,0.011,,,,,2.48,,,,,,,,,,0.1320033,,,0.0082245,Moderate
2017-08-09,,2.0,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-27,12:00,0.3,0.034369,7.7,30.0,,,786.0,0.004,7.17,0.001917,95.2,440.23,2.0,19.5,,0.4832,,0.5865,10.0,0.0002,0.00154,0.00088,503.04,0.00139,,6.8,,0.000157,,,,,,,,,,,,,,,,,,,,,0.0002,0.2032,Moderate
2017-10-23,,0.5,0.58,,,,,,0.00451468,10.25,0.00304878,100.0,,,,,,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1087086,,,,Moderate
2021-11-15,12:00,0.0,0.0409,6.82,6.8,,,55.6,,10.8,,,,,,,,5.7,11.0,,,,,,,4.2,,1.4,,4.3,11.224,1.3,,,,,,2.1,,,,,0.14,,,,,0.02174172,0.183,,,Good
2018-04-16,12:00,0.0,0.0471,7.43,9.7,,,20.2,,11.51,,,,,,,,19.145,10.6,,,,,,,15.03,,9.965,,14.03,,3.011,,,,,,5.6,,,,,,,,,,0.12812085,1.52,,,Moderate
2011-08-11,12:00,0.5,0.03,8.17,18.0,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,0.006,,,,,,,,,,,,,,,0.0388245,,,,Moderate
2011-03-15,12:00,0.3,,6.31,2.04,,,,,,,,,,,,,,,,,,,,,1.9,,0.5,,1.2,,0.5,,,,,,,,,,,,,,,,,,,,Moderate
2016-04-01,,1.0,,,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-27,00:00,0.3,0.24,7.2,28.1,1.1e-05,,62.6,0.54,7.16,0.014,91.4,,,2.0,,,,4.7,,,0.002,0.002,,0.002,5.6,10.0,,,1.1,24.0,1.7,0.01,1.0,,,,14.0,,0.001,,,,,,2.2,79.0,0.004,,0.002,,Moderate
2018-07-13,,12.0,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-12,,0.5,0.18,,,,,,0.24605006,6.03,0.05792682,53.0,,,,,,600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4270695,,,,Poor
2022-06-21,12:00,60.0,0.00646,8.0,5.0,,0.00552,368.16,0.430758790379,8.52,0.003054183963,75.3,,,,,,,,,,,,,,49.42073,,17.29688,,2.07529,,0.40996,,,,,,,,,,,,,,,,0.005060602747,,,,Good
2022-11-08,12:00,3.02,0.103,8.13,15.02,,,421.7,0.749759357143,8.49,0.02003484,83.6,192.0,,12.0,111.827588796,,15.0,,,,,,,,55.0,,13.0,,12.7,,3.0,,,,,,4.45,,,,,0.3,,,,,0.022961918571,,,,Moderate
2020-05-18,12:00,0.0,0.175,7.8,20.8,,,2720.0,0.790069,6.7,0.05487804,74.5,516.3,5.9,,,,,,18.0,0.0001,0.0006,0.0005,,0.0058,,,,1e-05,,,,0.003,0.278,0.0018,0.0687,0.0005,,,0.001,,,,,,,,0.3338907,,0.001,,Moderate
2020-09-16,00:00,0.3,,4.0,,,,150.0,0.33,7.2,,,,1.8,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,,,,,0.12,,,,Moderate
2014-06-10,00:00,0.3,,7.84,14.7,,,135.0,,,,,,,,,,,,,,,,,,,20.5,,,,51.0,,,,,,,,,,,,,,,,,,,,,Moderate
2012-12-03,12:00,0.3,,8.1,2.4,,,,,,,,189.0,,7.5,,,17.0,,,,,,,,67.8,,5.58,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2018-04-02,12:00,0.3,3.828,7.9,17.0,,,1614.0,0.042,1.0,0.025,10.0,164.0,391.0,145.0,,33.75,,41.94,838.0,0.0003599999999999,0.0035,0.01,1032.96,0.0092,,142.5,,0.0007,,,,,,,,,,,,,,,,,,,,,0.0158,14.283,Poor
2021-02-09,12:00,0.0,,8.5,10.9,,,338.0,,7.5,,90.0,96.0,,,,,,,,,,,,,22.0,,10.0,,,,,,,,,,,,0.001,,,,,,,,,,,,Poor
2015-08-10,,3.0,,,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-04,12:00,0.3,,8.4,14.2,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2012-04-11,12:00,0.3,,8.1,6.2,,,,,,,,69.5,,4.0,,,6.4,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,Moderate
1990-05-02,00:00,0.3,,8.8,22.0,0.05167,,509.0,0.0,,0.0138,,134.925,,,331.23,,,,27.1,,,,390.0,,,0.0,,,,316.0,,,,,,,,,,,,,,,,,0.15444,0.0138,,,Moderate
2022-05-24,,0.5,0.174,,,,,,0.60270978,,0.01219512,96.2,,,,,5.0,37.7,,,2.04e-05,4.98e-05,0.00018,4.8,0.00104,,,,4.1e-07,,,,0.00284,,0.0014,,0.000116,,0.0223,0.000241,0.05,0.00045,,,,,,0.05901324,,0.00153,,Good
2022-08-18,,0.0,0.004,,17.8065,,,0.0021,0.06700010854,9.26667,,97.72,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
1999-08-12,12:00,0.3,,5.4,9.4,,,,0.02934542,,0.00304878,,,,,,,21.2,,,,,,,,,,,,,,,,0.0087,,0.00019,,,,,,,,,,,,0.1630629,,,,Moderate
2018-04-12,,9.0,,,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-12,,0.5,0.2,,,,,,0.5417616,8.7,0.01219512,66.0,,,51.0,,,34.0,,,4e-05,0.00058,0.0014,51.0,0.00085,52.0,,13.0,1e-05,21.0,,6.4,0.016,8.1e-07,0.0028,0.43,0.0023,,0.032,0.0003,,0.00012,,0.23,,,,0.4814238,,0.0064,,Moderate
2009-08-26,,0.3,,,22.1,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2018-02-07,00:00,0.3,,8.1,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2004-10-19,12:00,0.3,,7.24,9.2,,,858.0,16.478582,,0.00152439,,,,,,,44.0,,,,,,,,,,,,,,2.6,,5e-06,,5e-06,,,,,,,,,,,,0.0077649,,,,Moderate
2021-02-22,00:00,0.3,1.0,7.59,21.0,,,918.0,1.49,0.59,0.03,,216.0,11.78,76.0,257.4,,,,65.62,,,,557.0,,,,,,,105.795,,,,,,,,,,,,,,,,,2.52,1.49,,,Poor
2018-11-13,12:00,0.3,0.001,8.1,20.5,,,1054.0,0.042,8.4,0.005,85.0,355.0,2.0,10.0,,0.674,,0.936,10.0,0.0002,0.00154,0.02542,674.56,0.00139,,1.8,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.00218,0.096,Moderate
2006-07-10,12:00,0.0,,7.25,,,,569.0,4.3340928,4.9,,,,,,,,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2020-10-06,12:00,0.3,0.05734,7.9,26.7,,,1011.0,0.192577,9.56,0.021,124.3,489.491,2.0,10.0,,,,0.952,10.0,0.003,0.005,0.005,647.04,0.01,,2.5,,0.0005,,,,,,,,,,,,,,,,,,,,,0.001,0.02,Moderate
2012-12-02,12:00,0.3,0.001,6.99,30.2,,,370.0,0.004,6.1,0.005,68.97,317.83,13.9,20.0,,11.4563,,12.2398,56.23,0.0002,0.00154,0.00088,236.8,0.00139,,33.76,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.95,Moderate
2014-10-06,00:00,0.3,,7.91,18.8,,,139.0,,,,,,,,,,,,,,,,,,,25.7,,,,63.0,,,,,,,,,,,,,,,,,,,,,Moderate
2018-03-08,12:00,0.0,,7.9,5.1,,,582.0,0.76947980186,12.0,0.004005487164,98.0,300.0,1.0,,333.06,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03002220936,0.77,,,Moderate
2023-04-03,12:00,0.0,0.05,7.8,15.3,,,369.0,0.900001458,9.2,0.0152439,92.0,170.0,2.0,10.0,,1.0,18.5,,,4e-05,0.00036,0.002,,,49.0,,11.6,2e-05,16.1,,2.0,0.013,0.05,0.005,0.011,,,,,,,,,,,,,,0.0039,,Moderate
2017-08-29,12:00,0.3,0.97678,8.3,27.2,,,260.0,0.63961,7.5,0.02265,94.0,171.84,2.0,750.0,,4.493,,4.927,82.77,0.0002,0.00154,0.0345,166.4,0.00139,,,,4.6e-05,,,,,,,,,,,,,,,,,,,,,0.042,0.45459,Poor
2023-03-15,12:00,0.0,0.0131,6.48,3.0,,,58.1,,,,,,,,,,9.4,11.0,,1.5e-05,0.00021,0.00024,,0.00028,3.0,1.6,1.0,2.7e-06,6.3,4.55,0.67,0.0028,0.31,0.0007,0.011,8.3e-05,1.7,,,,6.9e-05,0.06,,,,,0.00232947,0.249,0.0006,,Good
2020-08-17,00:00,0.3,,7.05,,,,184.0,0.8,6.1,,,,1.8,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2015-01-05,00:00,0.3,0.024,7.98,28.0,0.0,,505.0,0.308264,7.06,0.0,90.2006,169.4,3.34,,195.2,,,,23.6,,,,304.0,,,0.2,,,,160.0,,,,,,,,,,,,,,,,,0.05,0.308264,,,Moderate
2019-10-14,,0.0,,,,,,,,,,,,,,,,65.0,,,,,,,,474.0,,8.0,,48.0,,51.0,,,,,,,,,,,,,,,,,,,,
2017-10-05,12:00,0.3,5.19614,7.7,31.7,,,4240.0,0.04973,1.0,0.00943,10.0,489.04,495.96,39.0,,97.65,,136.57,618.97,0.0002,0.00154,0.0064,2713.6,0.0163,,23.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0031,25.03586,Poor
2012-11-07,12:00,0.3,,8.3,10.1,,,,,,,,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2014-02-25,12:00,0.0,0.038,8.1,,,,621.0,6.5688594,,0.0152439,95.4,,1.0,,,1.3,,,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0388245,6.589,,,Moderate
2017-02-08,12:00,0.5,0.065238,8.6,26.8,,,441.0,0.001932,8.3,0.001946,104.8,186.73,2.0,10.0,,3.575,,3.88,10.0,0.0002,0.00154,0.005,282.24,0.00139,,1.6,,7.9e-05,,,,,,,,,,,,,,,,,,,,,0.005,0.035708,Moderate
2019-06-03,12:00,0.2,,8.5,13.0,,0.042,325.0,0.29978378136,8.37,0.02002743582,79.0,,4.0,,,,,,8.0,,,,,,,,,,,396.9,,,,,,,,,,,,,,,,,0.049928307,,,,Moderate
2018-08-17,,21.0,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-27,12:00,0.3,0.841,7.9,15.9,,,409.0,1.455,8.97,0.009,110.6,110.0,8.0,36.0,,5.27,,6.75,44.0,0.00011,0.0022,0.0091,261.76,0.0015,,69.8,,0.0002,,,,,,,,,,,,,,,,,,,,,0.0087,1.091,Poor
2017-06-28,12:00,0.3,10.41296,7.9,27.6,,,1644.0,0.07222,1.0,0.08063,10.0,185.46,44.39,18.67,,5.896,,5.966,144.64,0.0002,0.00154,0.00088,1052.16,0.0333,,24.0,,0.000254,,,,,,,,,,,,,,,,,,,,,0.0054,30.13819,Poor
2019-01-23,12:00,0.0,0.016,7.9,6.4,,,161.9055,0.19985585424,11.9,0.004005487164,98.0,,,,58.56,,,,,,,,,,,,,,,,,,,,,,0.3056515,,,,,,,,,,0.02001480624,0.2,,,Good
2020-11-16,,0.5,0.078,,,,,,0.4288946,,0.00304878,96.0,,,,,3.9,75.0,,,1.51e-05,3.58e-05,0.000169,8.6,0.0011,65.0,,9.6,3.87e-07,40.0,,,0.0028,,,,0.00011,,0.0529,0.000189,0.05,0.000692,,,,,,0.04425993,,0.00117,,Good
2013-07-31,,0.3,,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-15,12:00,0.0,0.15,7.7,25.7,,,374.0,0.2934542,5.8,0.02439024,71.0,175.0,3.2,64.0,,4.3,21.0,,,,,,,,,,,,,,,,,,,,2.57,,,,,,,,,,0.2484768,,,0.00740205,Moderate
2016-10-07,12:00,3.8,,7.8,31.7,,,39500.0,,5.0,,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2018-03-20,12:00,0.3,0.0305,8.2,17.3,,,364.0,0.027802,8.72,0.004256,105.0,148.05,4.94,10.0,,1.303,,1.303,10.0,0.0002,0.00154,0.00088,232.96,0.00139,,4.7,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.047524,Moderate
2020-01-13,,0.5,0.24,,,,,,0.8352158,10.11,0.02134146,82.0,,,,160.0,18.0,67.0,,,3e-05,0.0003,0.0011,12.0,0.001,,,,1e-05,44.0,,13.0,0.014,,0.0016,0.28,0.0014,,0.038,0.00025,,0.00017,,0.24,,,,0.6367218,,0.0046,0.01,Moderate
2013-08-05,12:00,0.0,0.1,7.32,,,,138.3,1.5349912,,0.01219512,87.5,,2.2,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0310596,1.548,,,Moderate
2017-10-18,,0.3,,,147.0,,,478.0,,,,,265.0,,,329.0,,165.0,,,0.01,0.01,0.01,,0.01,844.0,,131.0,0.0003,95.0,,14.0,,,,,,,,0.002,0.05,,0.01,,,,,,,0.01,,Poor
1999-03-03,00:00,0.3,,8.3,22.5,0.062004,,538.0,0.56048,,0.552,,214.924,0.4,,276.025,,,,24.9,,,,360.0,,,0.0,,,,244.1,,,,,,,,,,,,,,,,,2.106,1.11248,,,Moderate
2018-04-10,12:00,0.0,,6.9,,,,143.0,,11.6,,105.0,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2014-01-27,12:00,1.0,0.032,6.4,0.3,,0.021,0.87,,,,89.0,,,7.5,,,,21.0,,2.5e-05,0.00026,0.0011,,0.00069,8.3,,,,,,1.9,0.011,1.4,0.0024,0.06,,4.06725,,0.0002,,,,,,,,0.0400280595,0.36,0.0016,,Moderate
2004-06-15,00:00,0.3,0.04,7.85,28.0,,,281.0,0.014012,,0.0,,100.417,0.2,42.0,73.15,,,,,,,,179.0,,,,,,,60.0,,,,,,,,,,,,,,,,,0.05,0.014012,,,Good
2014-08-07,12:00,0.0,0.17,8.0,15.3,,,361.8,,,0.028038410148,88.6,190.0,2.6,14.0,195.2,13.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,0.09901179288,2.4,,,Poor
2022-07-20,,0.0,0.313,,24.0,,,,0.10835232,,0.023780484,,,3.5,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2562417,,,,Moderate
2015-05-21,12:00,0.0,0.05,8.1,,,,770.0,6.997754,,0.0152439,96.0,,1.0,,,2.5,,,,,,,,,,,,1.5e-05,,,,,,,,,,,,,,,,,,,0.0155298,7.018,,,Moderate
